id,kaomoji,subcategory,category
km_000590,≧( ° ° )≦,Fish,Animals
km_000591,/╲/\╭(ఠఠ益ఠఠ)╮/\╱\,Spider,Animals
km_000592,/╲/\╭(ರರ⌓ರರ)╮/\╱\,Spider,Animals
km_000593,/╲/\╭( ͡°͡° ͜ʖ ͡°͡°)╮/\╱\,Spider,Animals
km_000594,/╲/\( •̀ ω •́ )/\╱\,Spider,Animals
km_000595,ヾ(・ω・)メ(・ω・)ノ,Friends,Other Types
km_000596,ヽ(∀° )人( °∀)ノ,Friends,Other Types
km_000597,ヽ( ⌒o⌒)人(⌒-⌒ )ﾉ,Friends,Other Types
km_000598,(*^ω^)八(⌒▽⌒)八(-‿‿- )ヽ,Friends,Other Types
km_000599,＼(＾∀＾)メ(＾∀＾)ノ,Friends,Other Types
km_000600,ヾ(￣ー￣(≧ω≦*)ゝ,Friends,Other Types
km_000601,ヽ( ⌒ω⌒)人(=^‥^= )ﾉ,Friends,Other Types
km_000602,ヽ(≧◡≦)八(o^ ^o)ノ,Friends,Other Types
km_000603,(*・∀・)爻(・∀・*),Friends,Other Types
km_000604,｡*:☆(・ω・人・ω・)｡:゜☆｡,Friends,Other Types
km_000605,o(^^o)(o^^o)(o^^o)(o^^)o,Friends,Other Types
km_000606,(((￣(￣(￣▽￣)￣)￣))),Friends,Other Types
km_000607,(°(°ω(°ω°(☆ω☆)°ω°)ω°)°),Friends,Other Types
km_000608,ヾ(・ω・`)ノヾ(´・ω・)ノ゛,Friends,Other Types
km_000609,Ψ( `∀)(∀´ )Ψ,Friends,Other Types
km_000610,(っ˘▽˘)(˘▽˘)˘▽˘ς),Friends,Other Types
km_000611,(((*°▽°*)八(*°▽°*))),Friends,Other Types
km_000612,☆ヾ(*´・∀・)ﾉヾ(・∀・`*)ﾉ☆,Friends,Other Types
km_000613,(*＾ω＾)人(＾ω＾*),Friends,Other Types
km_000614,٩(๑･ิᴗ･ิ)۶٩(･ิᴗ･ิ๑)۶,Friends,Other Types
km_000615,(☞°ヮ°)☞ ☜(°ヮ°☜),Friends,Other Types
km_000616,＼(▽￣ \ (￣▽￣) / ￣▽)／,Friends,Other Types
km_000617,\( ˙▿˙ )/\( ˙▿˙ )/,Friends,Other Types
km_000618,ヽ( ･∀･)ﾉ_θ彡☆Σ(ノ `Д´)ノ,Enemies,Other Types
km_000619,(*´∇`)┌θ☆(ﾉ>_<)ﾉ,Enemies,Other Types
km_000620,( ￣ω￣)ノﾞ⌒☆ﾐ(o _ _)o,Enemies,Other Types
km_000621,(*`0´)θ☆(メ°皿°)ﾉ,Enemies,Other Types
km_000622,(o¬‿¬o )...☆ﾐ(*x_x),Enemies,Other Types
km_000623,(╬￣皿￣)=○＃(￣#)３￣),Enemies,Other Types
km_000624,(; -_-)――――――C<―_-),Enemies,Other Types
km_000625,＜( ￣︿￣)︵θ︵θ︵☆(＞口＜－),Enemies,Other Types
km_000626,(￣ε(#￣)☆╰╮o(￣▽￣///),Enemies,Other Types
km_000627,ヽ(>_<ヽ) ―⊂|=0ヘ(^‿^ ),Enemies,Other Types
km_000628,ヘ(>_<ヘ) ￢o(￣‿￣ﾒ),Enemies,Other Types
km_000629,",,((( ￣□)_／ ＼_(○￣ ))),,",Enemies,Other Types
km_000630,(҂` ﾛ ´)︻デ═一 ＼(º □ º l|l)/,Enemies,Other Types
km_000631,(╯°Д°)╯︵ /(.□ . ＼),Enemies,Other Types
km_000632,(¬_¬'')ԅ(￣ε￣ԅ),Enemies,Other Types
km_000633,/( .□.)＼ ︵╰(°益°)╯︵ /(.□. /),Enemies,Other Types
km_000634,(ﾉ-.-)ﾉ….((((((((((((●~* ( >_<),Enemies,Other Types
km_000635,!!(ﾒ￣ ￣)_θ☆°0°)/,Enemies,Other Types
km_000636,(`⌒*)O-(`⌒´Q),Enemies,Other Types
km_000637,(((ง’ω’)و三 ง’ω’)ڡ≡　☆⌒ﾐ((x_x),Enemies,Other Types
km_000638,(งಠ_ಠ)ง　σ( •̀ ω •́ σ),Enemies,Other Types
km_000639,(っ•﹏•)っ ✴==≡눈٩(`皿´҂)ง,Enemies,Other Types
km_000640,(｢• ω •)｢ (⌒ω⌒`),Enemies,Other Types
km_000641,( °ᴗ°)~ð (/❛o❛\),Enemies,Other Types
km_000642,( ・∀・)・・・--------☆,Weapons,Other Types
km_000643,(/-_・)/D・・・・・------ →,Weapons,Other Types
km_000644,(^ω^)ノﾞ(((((((((●～*,Weapons,Other Types
km_000645,( -ω-)／占~~~~~,Weapons,Other Types
km_000646,(/・・)ノ　　 (( く ((へ,Weapons,Other Types
km_000647,―⊂|=0ヘ(^^ ),Weapons,Other Types
km_000648,○∞∞∞∞ヽ(^ー^ ),Weapons,Other Types
km_000649,(; ・_・)――――C,Weapons,Other Types
km_000650,(ಠ o ಠ)¤=[]:::::>,Weapons,Other Types
km_000651,(*＾＾)/~~~~~~~~~~◎,Weapons,Other Types
km_000652,￢o(￣-￣ﾒ),Weapons,Other Types
km_000653,―(T_T)→,Weapons,Other Types
km_000654,((( ￣□)_／,Weapons,Other Types
km_000655,(ﾒ` ﾛ ´)︻デ═一,Weapons,Other Types
km_000656,( ´-ω･)︻┻┳══━一,Weapons,Other Types
km_000657,(ﾒ￣▽￣)︻┳═一,Weapons,Other Types
km_000658,✴==≡눈٩(`皿´҂)ง,Weapons,Other Types
km_000659,Q(`⌒´Q),Weapons,Other Types
km_000660,(ノ ˘_˘)ノ　ζ|||ζ　ζ|||ζ　ζ|||ζ,Magic,Other Types
km_000661,(ﾉ≧∀≦)ﾉ ‥…━━━★,Magic,Other Types
km_000662,"(ﾉ>ω<)ﾉ :｡･:*:･ﾟ’★,｡･:*:･ﾟ’☆",Magic,Other Types
km_000663,(ノ°∀°)ノ⌒･*:.｡. .｡.:*･゜ﾟ･*☆,Magic,Other Types
km_000664,╰( ͡° ͜ʖ ͡° )つ──☆*:・ﾟ,Magic,Other Types
km_000665,(＃￣□￣)o━∈・・━━━━☆,Magic,Other Types
km_000666,(⊃｡•́‿•̀｡)⊃━✿✿✿✿✿✿,Magic,Other Types
km_000667,(∩ᄑ_ᄑ)⊃━☆ﾟ*･｡*･:≡( ε:),Magic,Other Types
km_000668,(/￣ー￣)/~~☆’.･.･:★’.･.･:☆,Magic,Other Types
km_000669,(∩` ﾛ ´)⊃━炎炎炎炎炎,Magic,Other Types
km_000670,(っ˘ڡ˘ς),Food,Other Types
km_000671,( o˘◡˘o) ┌iii┐,Food,Other Types
km_000672,(　’ω’)旦~~,Food,Other Types
km_000673,( ˘▽˘)っ♨,Food,Other Types
km_000674,♨o(>_<)o♨,Food,Other Types
km_000675,( ・ω・)o-{{[〃]}},Food,Other Types
km_000676,(　・ω・)⊃-[二二],Food,Other Types
km_000677,( ・・)つ―{}@{}@{}-,Food,Other Types
km_000678,( ・・)つ-●●●,Food,Other Types
km_000679,(*´ー`)旦 旦(￣ω￣*),Food,Other Types
km_000680,(*´з`)口ﾟ｡ﾟ口(・∀・ ),Food,Other Types
km_000681,( o^ ^o)且 且(´ω`*),Food,Other Types
km_000682,( ￣▽￣)[] [](≧▽≦ ),Food,Other Types
km_000683,( *^^)o∀*∀o(^^* ),Food,Other Types
km_000684,( ^^)_旦~~　 ~~U_(^^ ),Food,Other Types
km_000685,(*￣▽￣)旦 且(´∀`*),Food,Other Types
km_000686,-●●●-ｃ(・・ ),Food,Other Types
km_000687,( ・・)つ―●○◎-,Food,Other Types
km_000688,(￣﹃￣),Food,Other Types
km_000689,(๑ᵔ⤙ᵔ๑),Food,Other Types
km_000690,(´ᵔ⤙ᵔ`),Food,Other Types
km_000691,ヾ(´〇`)ﾉ♪♪♪,Music,Other Types
km_000692,ヘ(￣ω￣ヘ),Music,Other Types
km_000693,(〜￣▽￣)〜,Music,Other Types
km_000694,〜(￣▽￣〜),Music,Other Types
km_000695,ヽ(o´∀`)ﾉ♪♬,Music,Other Types
km_000696,(ﾉ≧∀≦)ﾉ,Music,Other Types
km_000697,♪ヽ(^^ヽ)♪,Music,Other Types
km_000698,♪(/_ _ )/♪,Music,Other Types
km_000699,♪♬((d⌒ω⌒b))♬♪,Music,Other Types
km_000700,└(￣-￣└)),Music,Other Types
km_000701,((┘￣ω￣)┘,Music,Other Types
km_000702,√(￣‥￣√),Music,Other Types
km_000703,└(＾＾)┐,Music,Other Types
km_000704,┌(＾＾)┘,Music,Other Types
km_000705,＼(￣▽￣)＼,Music,Other Types
km_000706,／(￣▽￣)／,Music,Other Types
km_000707,(￣▽￣)/♫•*¨*•.¸¸♪,Music,Other Types
km_000708,(^_^♪),Music,Other Types
km_000709,(~˘▽˘)~,Music,Other Types
km_000710,~(˘▽˘~),Music,Other Types
km_000711,ヾ(⌐■_■)ノ♪,Music,Other Types
km_000712,(〜￣△￣)〜,Music,Other Types
km_000713,(~‾▽‾)~,Music,Other Types
km_000714,~(˘▽˘)~,Music,Other Types
km_000715,乁( • ω •乁),Music,Other Types
km_000716,(｢• ω •)｢,Music,Other Types
km_000717,⁽⁽◝( • ω • )◜⁾⁾,Music,Other Types
km_000718,✺◟( • ω • )◞✺,Music,Other Types
km_000719,♬♫♪◖(● o ●)◗♪♫♬,Music,Other Types
km_000720,( ˘ ɜ˘) ♬♪♫,Music,Other Types
km_000721,♪♪♪ ヽ(ˇ∀ˇ )ゞ,Music,Other Types
km_000722,(ˇ▽ˇ)ノ♪♬♫,Music,Other Types
km_000723,( ^^)p_____|_o____q(^^ ),Games,Other Types
km_000724,(／o^)/ °⊥ ＼(^o＼),Games,Other Types
km_000725,!(;ﾟoﾟ)o/￣￣￣￣￣￣￣~ >ﾟ))))彡,Games,Other Types
km_000726,ヽ(^o^)ρ┳┻┳°σ(^o^)ノ,Games,Other Types
km_000727,(／_^)／　　●　＼(^_＼),Games,Other Types
km_000728,"""( (≡|≡))_／ ＼_((≡|≡) )""",Games,Other Types
km_000729,( ノ-_-)ノﾞ_□ VS □_ヾ(^-^ヽ),Games,Other Types
km_000730,ヽ(；^ ^)ノﾞ ．．．...___〇,Games,Other Types
km_000731,(=O*_*)=O Q(*_*Q),Games,Other Types
km_000732,Ю　○三　＼(￣^￣＼),Games,Other Types
km_000733,(˙ω˙)🎮(˙∀˙)🎮,Games,Other Types
km_000734,( ͡° ͜ʖ ͡°),Faces,Other Types
km_000735,( ͡° ʖ̯ ͡°),Faces,Other Types
km_000736,( ͠° ͟ʖ ͡°),Faces,Other Types
km_000737,( ͡ᵔ ͜ʖ ͡ᵔ),Faces,Other Types
km_000738,( . •́ _ʖ •̀ .),Faces,Other Types
km_000739,( ఠ ͟ʖ ఠ),Faces,Other Types
km_000740,( ͡ಠ ʖ̯ ͡ಠ),Faces,Other Types
km_000741,( ಠ ʖ̯ ಠ),Faces,Other Types
km_000742,( ಠ ͜ʖ ಠ),Faces,Other Types
km_000743,( ಥ ʖ̯ ಥ),Faces,Other Types
km_000744,( ͡• ͜ʖ ͡• ),Faces,Other Types
km_000745,( ･ิ ͜ʖ ･ิ),Faces,Other Types
km_000746,( ͡  ͜ʖ ͡  ),Faces,Other Types
km_000747,(≖ ͜ʖ≖),Faces,Other Types
km_000748,(ʘ ʖ̯ ʘ),Faces,Other Types
km_000749,(ʘ ͟ʖ ʘ),Faces,Other Types
km_000750,(ʘ ͜ʖ ʘ),Faces,Other Types
km_000751,(;´༎ຶٹ༎ຶ`),Faces,Other Types
km_000752,٩(ˊ〇ˋ*)و,Special,Other Types
km_000753,(￣^￣)ゞ,Special,Other Types
km_000754,(－‸ლ),Special,Other Types
km_000755,(╯°益°)╯彡┻━┻,Special,Other Types
km_000756,(╮°-°)╮┳━━┳ ( ╯°□°)╯ ┻━━┻,Special,Other Types
km_000757,┬─┬ノ( º _ ºノ),Special,Other Types
km_000758,(oT-T)尸,Special,Other Types
km_000759,[̲̅$̲̅(̲̅ ͡° ͜ʖ ͡°̲̅)̲̅$̲̅],Special,Other Types
km_000760,(ಠ_ಠ),Special,Other Types
km_000761,౦０o ｡ (‾́。‾́ )y~~,Special,Other Types
km_000762,(x(x_(x_x(O_o)x_x)_x)x),Special,Other Types
km_000763,(　･ω･)☞,Special,Other Types
km_000764,(⌐■_■),Special,Other Types
km_000765,(◕‿◕✿),Special,Other Types
km_000766,(　￣.)o-　　【　TV　】,Special,Other Types
km_000767,｀、ヽ｀ヽ｀、ヽ(ノ＞＜)ノ ｀、ヽ｀☂ヽ｀、ヽ,Special,Other Types
km_000768,‿︵‿︵‿︵‿ヽ(°□° )ノ︵‿︵‿︵‿︵,Special,Other Types
km_000769,( • )( • )ԅ(≖‿≖ԅ),Special,Other Types
km_000770,( ＾▽＾)っ✂╰⋃╯,Special,Other Types
km_000771,〜〜(／￣▽)／　〜ф,Special,Other Types
km_000772,ଘ(੭ˊᵕˋ)੭* ੈ✩‧₊˚,Special,Other Types
km_000773,ଘ(੭ˊ꒳​ˋ)੭✧,Special,Other Types
km_000774,_(:3 」∠)_,Special,Other Types
km_000775,∠( ᐛ 」∠)_,Special,Other Types
